Account_ID,Month,Region,Product,Credit_Band,Assigned_Collector,Origination_Balance,Outstanding_Balance,DPD_Bucket,Days_Past_Due,Contact_Attempts,Promise_to_Pay,Amount_Recovered
ACC-10703,2026-05,Ontario,Auto Loan,Subprime,J. Tremblay,15000,11094.8,Current,0,0,No,0.0
ACC-10704,2026-05,British Columbia,Auto Loan,Subprime,L. Fontaine,12000,4478.85,Current,0,0,No,0.0
ACC-10705,2026-03,Ontario,Auto Loan,Near-Prime,L. Fontaine,25000,5985.83,1-30 DPD,29,0,Yes,3189.75
ACC-10706,2026-05,Ontario,Personal Loan,Prime,A. Chen,8000,6450.83,Current,0,0,No,0.0
ACC-10707,2026-01,Alberta,Auto Loan,Prime,R. Osei,15000,9150.67,Current,0,0,No,0.0
ACC-10708,2026-02,Ontario,Credit Card,Prime,K. Brar,5000,3589.11,Current,0,0,No,0.0
ACC-10709,2026-04,Alberta,Auto Loan,Prime,K. Brar,5000,3182.3,Current,0,0,No,0.0
ACC-10710,2025-11,British Columbia,Line of Credit,Subprime,K. Brar,5000,3588.68,31-60 DPD,38,2,No,0.0
ACC-10711,2025-09,Quebec,Credit Card,Near-Prime,R. Osei,20000,16565.87,31-60 DPD,56,2,No,11468.21
ACC-10712,2026-05,Alberta,Auto Loan,Near-Prime,L. Fontaine,15000,8075.83,Current,0,0,No,0.0
ACC-10713,2025-10,Quebec,Personal Loan,Near-Prime,K. Brar,3000,2821.77,Current,0,0,No,0.0
ACC-10714,2026-02,Atlantic,Personal Loan,Subprime,L. Fontaine,12000,6911.67,Current,0,1,No,0.0
ACC-10715,2026-02,Quebec,Personal Loan,Prime,A. Chen,15000,9535.33,Current,0,0,No,0.0
ACC-10716,2026-04,Quebec,Personal Loan,Near-Prime,J. Tremblay,5000,1599.46,1-30 DPD,2,3,Yes,0.0
ACC-10717,2025-10,Quebec,Personal Loan,Subprime,K. Brar,12000,3079.98,1-30 DPD,15,8,Yes,2773.65
ACC-10718,2025-11,Atlantic,Personal Loan,Subprime,M. Singh,5000,1107.89,90+ DPD,160,2,No,0.0
ACC-10719,2026-08,Ontario,Line of Credit,Near-Prime,K. Brar,12000,8507.9,31-60 DPD,57,0,Yes,0.0
ACC-10720,2026-08,Ontario,Personal Loan,Prime,K. Brar,25000,23599.08,Current,0,0,No,0.0
ACC-10721,2026-08,Quebec,Credit Card,Prime,M. Singh,5000,2993.38,Current,0,0,No,0.0
ACC-10722,2025-10,Quebec,Credit Card,Near-Prime,K. Brar,3000,1703.11,Current,0,0,No,0.0
ACC-10723,2025-12,Quebec,Line of Credit,Near-Prime,R. Osei,5000,2151.52,Current,0,0,No,0.0
ACC-10724,2025-09,Ontario,Line of Credit,Subprime,A. Chen,5000,2538.28,31-60 DPD,33,1,No,0.0
ACC-10725,2026-05,Alberta,Auto Loan,Prime,K. Brar,3000,2531.28,Current,0,0,No,0.0
ACC-10726,2026-03,Ontario,Auto Loan,Subprime,K. Brar,12000,5145.42,Current,0,0,No,0.0
ACC-10727,2026-05,British Columbia,Auto Loan,Prime,J. Tremblay,5000,4227.43,Current,0,0,No,0.0
ACC-10728,2025-12,Atlantic,Line of Credit,Prime,M. Singh,20000,11052.22,Current,0,0,No,0.0
ACC-10729,2025-11,British Columbia,Personal Loan,Near-Prime,J. Tremblay,12000,6673.85,Current,0,0,No,0.0
ACC-10730,2026-02,Ontario,Personal Loan,Prime,A. Chen,5000,4413.64,Current,0,1,No,0.0
ACC-10731,2026-08,Ontario,Auto Loan,Prime,A. Chen,5000,2506.07,Current,0,0,No,0.0
ACC-10732,2025-09,Alberta,Personal Loan,Near-Prime,R. Osei,12000,8350.43,Current,0,1,No,0.0
ACC-10733,2026-02,Quebec,Credit Card,Near-Prime,L. Fontaine,12000,10935.1,Current,0,0,No,0.0
ACC-10734,2026-03,Alberta,Line of Credit,Near-Prime,A. Chen,3000,1557.54,Current,0,0,No,0.0
ACC-10735,2026-04,Ontario,Auto Loan,Subprime,K. Brar,25000,17916.35,Current,0,1,No,0.0
ACC-10736,2025-11,Ontario,Personal Loan,Subprime,L. Fontaine,25000,22940.93,Current,0,0,No,0.0
ACC-10737,2026-08,Quebec,Personal Loan,Subprime,R. Osei,15000,12228.25,1-30 DPD,30,1,Yes,8789.84
ACC-10738,2025-11,Ontario,Personal Loan,Prime,M. Singh,20000,6246.06,Current,0,0,No,0.0
ACC-10739,2026-02,Alberta,Auto Loan,Near-Prime,A. Chen,15000,6557.32,Current,0,0,No,0.0
ACC-10740,2026-02,Ontario,Auto Loan,Subprime,M. Singh,5000,1799.49,1-30 DPD,30,2,No,803.77
ACC-10741,2025-09,Alberta,Personal Loan,Prime,L. Fontaine,5000,1218.57,31-60 DPD,54,3,No,0.0
ACC-10742,2026-08,Ontario,Auto Loan,Prime,M. Singh,15000,9354.22,Current,0,1,No,0.0
ACC-10743,2026-04,Ontario,Personal Loan,Prime,L. Fontaine,5000,1693.31,Current,0,0,No,0.0
ACC-10744,2025-10,Ontario,Credit Card,Prime,A. Chen,15000,12415.92,Current,0,0,No,0.0
ACC-10745,2026-08,Ontario,Auto Loan,Near-Prime,M. Singh,3000,1590.38,61-90 DPD,63,3,No,0.0
ACC-10746,2026-05,British Columbia,Credit Card,Prime,R. Osei,5000,4295.24,Current,0,0,No,0.0
ACC-10747,2026-07,Quebec,Auto Loan,Prime,K. Brar,25000,20829.5,Current,0,0,No,0.0
ACC-10748,2026-03,Ontario,Personal Loan,Near-Prime,A. Chen,15000,9912.81,Current,0,0,No,0.0
ACC-10749,2026-05,Quebec,Line of Credit,Prime,A. Chen,5000,4402.13,Current,0,0,No,0.0
ACC-10750,2026-02,Quebec,Auto Loan,Subprime,L. Fontaine,3000,1349.17,Current,0,0,No,0.0
ACC-10751,2025-09,Ontario,Auto Loan,Prime,R. Osei,3000,2474.32,Current,0,1,No,0.0
ACC-10752,2025-10,Atlantic,Line of Credit,Near-Prime,M. Singh,5000,3725.51,Current,0,0,No,0.0
ACC-10753,2026-03,Alberta,Personal Loan,Prime,L. Fontaine,8000,6699.4,Current,0,0,No,0.0
ACC-10754,2026-05,Alberta,Line of Credit,Near-Prime,K. Brar,3000,1110.31,Current,0,0,No,0.0
ACC-10755,2026-01,Alberta,Personal Loan,Near-Prime,M. Singh,15000,12208.38,Current,0,0,No,0.0
ACC-10756,2026-06,Ontario,Credit Card,Prime,K. Brar,8000,4494.44,Current,0,0,No,0.0
ACC-10757,2026-05,Quebec,Credit Card,Subprime,L. Fontaine,5000,3684.65,Current,0,0,No,0.0
ACC-10758,2025-12,Alberta,Personal Loan,Near-Prime,R. Osei,5000,3703.16,Current,0,0,No,0.0
ACC-10759,2026-03,Quebec,Auto Loan,Near-Prime,A. Chen,8000,6589.66,Current,0,0,No,0.0
ACC-10760,2026-03,Atlantic,Credit Card,Near-Prime,J. Tremblay,15000,5478.08,90+ DPD,91,2,Yes,0.0
ACC-10761,2026-04,Ontario,Personal Loan,Subprime,K. Brar,5000,4542.41,Current,0,0,No,0.0
ACC-10762,2026-06,Ontario,Line of Credit,Prime,A. Chen,12000,6070.14,Current,0,0,No,0.0
ACC-10763,2025-09,Ontario,Auto Loan,Prime,R. Osei,12000,8876.72,1-30 DPD,5,9,No,6942.05
ACC-10764,2025-11,British Columbia,Line of Credit,Prime,K. Brar,5000,2046.85,Current,0,0,No,0.0
ACC-10765,2026-01,Atlantic,Credit Card,Prime,R. Osei,8000,4086.1,Current,0,0,No,0.0
ACC-10766,2025-10,Quebec,Personal Loan,Near-Prime,L. Fontaine,15000,7698.68,Current,0,0,No,0.0
ACC-10767,2025-11,British Columbia,Auto Loan,Near-Prime,K. Brar,8000,6096.83,61-90 DPD,88,3,Yes,0.0
ACC-10768,2026-06,Ontario,Personal Loan,Prime,K. Brar,3000,629.29,1-30 DPD,19,4,No,219.47
ACC-10769,2025-09,Quebec,Credit Card,Prime,R. Osei,3000,1340.24,Current,0,0,No,0.0
ACC-10770,2026-06,British Columbia,Credit Card,Near-Prime,R. Osei,15000,13179.11,90+ DPD,175,2,No,0.0
ACC-10771,2026-03,Alberta,Credit Card,Subprime,L. Fontaine,3000,1051.19,31-60 DPD,52,0,No,446.8
ACC-10772,2026-06,Ontario,Auto Loan,Near-Prime,M. Singh,25000,13930.85,Current,0,0,No,0.0
ACC-10773,2026-05,Alberta,Credit Card,Prime,J. Tremblay,3000,1301.84,Current,0,0,No,0.0
ACC-10774,2026-02,Ontario,Credit Card,Subprime,J. Tremblay,12000,9000.79,1-30 DPD,10,6,No,5647.37
ACC-10775,2026-01,British Columbia,Credit Card,Prime,J. Tremblay,20000,10855.86,1-30 DPD,9,5,No,0.0
ACC-10776,2026-02,Ontario,Personal Loan,Subprime,K. Brar,8000,2233.36,61-90 DPD,67,3,No,0.0
ACC-10777,2025-11,Ontario,Personal Loan,Prime,R. Osei,8000,3287.52,Current,0,0,No,0.0
ACC-10778,2026-05,Alberta,Personal Loan,Near-Prime,J. Tremblay,12000,11058.72,Current,0,2,No,0.0
ACC-10779,2026-04,Ontario,Personal Loan,Near-Prime,J. Tremblay,12000,10224.89,1-30 DPD,22,3,No,4796.03
ACC-10780,2026-07,Ontario,Auto Loan,Subprime,R. Osei,25000,8279.31,Current,0,1,No,0.0
ACC-10781,2026-06,British Columbia,Personal Loan,Near-Prime,K. Brar,8000,3077.77,Current,0,0,No,0.0
ACC-10782,2026-01,Ontario,Line of Credit,Near-Prime,A. Chen,3000,2581.75,Current,0,1,No,0.0
ACC-10783,2026-07,Quebec,Personal Loan,Prime,R. Osei,12000,8701.38,Current,0,0,No,0.0
ACC-10784,2025-09,Ontario,Credit Card,Prime,L. Fontaine,25000,16133.83,31-60 DPD,54,6,No,0.0
ACC-10785,2026-03,British Columbia,Auto Loan,Prime,L. Fontaine,25000,17434.55,Current,0,1,No,0.0
ACC-10786,2026-06,Ontario,Personal Loan,Subprime,J. Tremblay,5000,4346.77,61-90 DPD,67,1,No,0.0
ACC-10787,2026-05,Atlantic,Credit Card,Subprime,J. Tremblay,3000,1253.38,Current,0,1,No,0.0
ACC-10788,2026-04,Quebec,Line of Credit,Prime,R. Osei,5000,2052.96,Current,0,0,No,0.0
ACC-10789,2026-07,Quebec,Auto Loan,Near-Prime,L. Fontaine,20000,6005.33,Current,0,0,No,0.0
ACC-10790,2026-03,Alberta,Personal Loan,Near-Prime,K. Brar,20000,9795.55,1-30 DPD,16,2,No,6292.6
ACC-10791,2025-12,British Columbia,Personal Loan,Near-Prime,M. Singh,3000,2112.73,Current,0,1,No,0.0
ACC-10792,2025-12,Ontario,Auto Loan,Prime,K. Brar,8000,4880.77,61-90 DPD,61,7,Yes,0.0
ACC-10793,2026-06,Alberta,Personal Loan,Prime,L. Fontaine,3000,1030.83,Current,0,0,No,0.0
ACC-10794,2026-05,British Columbia,Credit Card,Subprime,K. Brar,8000,2043.44,31-60 DPD,37,2,No,0.0
ACC-10795,2026-07,Ontario,Personal Loan,Prime,L. Fontaine,20000,14571.27,Current,0,0,No,0.0
ACC-10796,2025-09,Ontario,Personal Loan,Prime,R. Osei,20000,7792.63,Current,0,1,No,0.0
ACC-10797,2026-07,Quebec,Auto Loan,Near-Prime,J. Tremblay,3000,2708.66,Current,0,0,No,0.0
ACC-10798,2026-06,Ontario,Auto Loan,Subprime,M. Singh,8000,5449.8,31-60 DPD,52,6,No,5260.51
ACC-10799,2026-08,Ontario,Personal Loan,Subprime,K. Brar,3000,2351.63,61-90 DPD,80,4,No,0.0
ACC-10800,2025-11,Alberta,Auto Loan,Subprime,K. Brar,5000,3114.91,31-60 DPD,41,3,No,0.0
ACC-10801,2026-08,Quebec,Personal Loan,Near-Prime,J. Tremblay,8000,3584.45,Current,0,0,No,0.0
ACC-10802,2025-10,Ontario,Auto Loan,Prime,J. Tremblay,5000,2839.3,Current,0,0,No,0.0
ACC-10803,2026-03,Quebec,Auto Loan,Prime,M. Singh,3000,2480.92,Current,0,1,No,0.0
ACC-10804,2025-11,Quebec,Personal Loan,Prime,M. Singh,12000,3672.08,Current,0,1,No,0.0
ACC-10805,2026-03,Quebec,Auto Loan,Near-Prime,J. Tremblay,8000,3377.9,Current,0,0,No,0.0
ACC-10806,2026-06,British Columbia,Personal Loan,Prime,R. Osei,5000,2454.88,31-60 DPD,50,5,No,0.0
ACC-10807,2026-06,British Columbia,Personal Loan,Prime,K. Brar,15000,11741.53,Current,0,1,No,0.0
ACC-10808,2025-10,Ontario,Personal Loan,Near-Prime,A. Chen,15000,8288.18,Current,0,1,No,0.0
ACC-10809,2026-04,Ontario,Personal Loan,Prime,M. Singh,5000,3158.3,Current,0,1,No,0.0
ACC-10810,2026-08,Quebec,Auto Loan,Near-Prime,R. Osei,3000,1450.2,Current,0,0,No,0.0
ACC-10811,2025-11,British Columbia,Personal Loan,Prime,A. Chen,3000,1012.61,61-90 DPD,72,2,No,0.0
ACC-10812,2026-01,Ontario,Auto Loan,Near-Prime,A. Chen,8000,2520.6,1-30 DPD,20,3,Yes,1205.61
ACC-10813,2026-05,Quebec,Auto Loan,Subprime,L. Fontaine,3000,2404.6,Current,0,0,No,0.0
ACC-10814,2026-04,Alberta,Auto Loan,Near-Prime,K. Brar,12000,4512.95,Current,0,0,No,0.0
ACC-10815,2025-12,Ontario,Auto Loan,Near-Prime,A. Chen,8000,2520.36,Current,0,0,No,0.0
ACC-10816,2026-08,Quebec,Personal Loan,Prime,K. Brar,15000,9883.57,Current,0,1,No,0.0
ACC-10817,2026-03,Ontario,Auto Loan,Prime,M. Singh,3000,1575.22,Current,0,0,No,0.0
ACC-10818,2026-03,British Columbia,Credit Card,Near-Prime,J. Tremblay,5000,4726.61,Current,0,0,No,0.0
ACC-10819,2026-02,Ontario,Line of Credit,Near-Prime,M. Singh,8000,3899.92,31-60 DPD,49,3,No,0.0
ACC-10820,2026-05,Atlantic,Personal Loan,Near-Prime,J. Tremblay,5000,1910.05,Current,0,0,No,0.0
ACC-10821,2026-03,Quebec,Line of Credit,Near-Prime,K. Brar,3000,2694.53,Current,0,0,No,0.0
ACC-10822,2026-07,Atlantic,Auto Loan,Near-Prime,J. Tremblay,3000,2330.78,61-90 DPD,82,5,No,0.0
ACC-10823,2026-06,Ontario,Personal Loan,Prime,R. Osei,12000,7315.02,1-30 DPD,14,1,No,6344.34
ACC-10824,2025-10,British Columbia,Credit Card,Prime,J. Tremblay,3000,2555.14,Current,0,0,No,0.0
ACC-10825,2026-08,Quebec,Auto Loan,Near-Prime,L. Fontaine,20000,17863.59,Current,0,1,No,0.0
ACC-10826,2026-02,Quebec,Credit Card,Prime,L. Fontaine,12000,2633.94,61-90 DPD,68,2,Yes,0.0
ACC-10827,2026-07,Atlantic,Credit Card,Near-Prime,K. Brar,12000,8460.51,61-90 DPD,66,1,No,0.0
ACC-10828,2026-02,Ontario,Personal Loan,Prime,K. Brar,5000,3591.54,Current,0,0,No,0.0
ACC-10829,2026-05,Alberta,Auto Loan,Subprime,M. Singh,15000,5794.66,90+ DPD,130,5,No,0.0
ACC-10830,2026-01,British Columbia,Credit Card,Near-Prime,K. Brar,5000,2607.87,Current,0,1,No,0.0
ACC-10831,2026-01,British Columbia,Credit Card,Near-Prime,K. Brar,12000,5056.89,Current,0,0,No,0.0
ACC-10832,2025-09,Quebec,Credit Card,Prime,A. Chen,8000,4109.48,Current,0,0,No,0.0
ACC-10833,2026-06,British Columbia,Auto Loan,Subprime,R. Osei,15000,10370.45,1-30 DPD,28,6,Yes,0.0
ACC-10834,2025-10,Atlantic,Credit Card,Prime,K. Brar,12000,9254.3,Current,0,0,No,0.0
ACC-10835,2026-01,British Columbia,Auto Loan,Prime,A. Chen,8000,3890.64,Current,0,0,No,0.0
ACC-10836,2026-02,Ontario,Personal Loan,Subprime,K. Brar,3000,2036.18,1-30 DPD,23,2,No,1854.55
ACC-10837,2026-06,Alberta,Auto Loan,Prime,K. Brar,3000,2524.88,Current,0,0,No,0.0
ACC-10838,2025-09,British Columbia,Personal Loan,Near-Prime,A. Chen,15000,7583.85,Current,0,1,No,0.0
ACC-10839,2026-06,Quebec,Personal Loan,Near-Prime,M. Singh,8000,6659.36,Current,0,0,No,0.0
ACC-10840,2026-03,Ontario,Auto Loan,Subprime,A. Chen,8000,3446.1,Current,0,2,No,0.0
ACC-10841,2026-07,Ontario,Auto Loan,Near-Prime,L. Fontaine,5000,4381.42,Current,0,1,No,0.0
ACC-10842,2025-09,Quebec,Auto Loan,Subprime,M. Singh,15000,7795.21,Current,0,0,No,0.0
ACC-10843,2026-02,Ontario,Credit Card,Near-Prime,M. Singh,15000,6978.31,1-30 DPD,21,0,No,5031.28
ACC-10844,2025-12,Ontario,Auto Loan,Subprime,A. Chen,3000,861.95,31-60 DPD,33,3,No,0.0
ACC-10845,2025-09,Ontario,Credit Card,Near-Prime,J. Tremblay,8000,7121.55,31-60 DPD,42,8,No,0.0
ACC-10846,2026-06,Atlantic,Personal Loan,Near-Prime,K. Brar,12000,6390.66,31-60 DPD,56,5,No,4748.61
ACC-10847,2026-08,Quebec,Personal Loan,Near-Prime,M. Singh,8000,6655.24,Current,0,0,No,0.0
ACC-10848,2025-10,Ontario,Credit Card,Prime,K. Brar,5000,2167.29,31-60 DPD,49,2,No,0.0
ACC-10849,2026-07,Ontario,Personal Loan,Prime,L. Fontaine,20000,13817.67,Current,0,0,No,0.0
ACC-10850,2026-05,Quebec,Line of Credit,Near-Prime,K. Brar,3000,2218.48,Current,0,0,No,0.0
ACC-10851,2025-12,British Columbia,Credit Card,Subprime,K. Brar,5000,4535.04,Current,0,1,No,0.0
ACC-10852,2026-06,Ontario,Credit Card,Near-Prime,J. Tremblay,5000,4063.23,31-60 DPD,44,2,No,0.0
ACC-10853,2025-11,Ontario,Personal Loan,Prime,M. Singh,20000,13754.71,Current,0,0,No,0.0
ACC-10854,2025-11,Quebec,Personal Loan,Prime,L. Fontaine,3000,1468.2,Current,0,1,No,0.0
ACC-10855,2025-11,Quebec,Auto Loan,Prime,J. Tremblay,5000,4515.79,Current,0,0,No,0.0
ACC-10856,2026-07,British Columbia,Auto Loan,Prime,L. Fontaine,12000,6210.94,Current,0,0,No,0.0
ACC-10857,2026-01,British Columbia,Credit Card,Near-Prime,K. Brar,5000,2499.88,Current,0,0,No,0.0
ACC-10858,2026-06,British Columbia,Personal Loan,Subprime,J. Tremblay,5000,2049.44,Current,0,1,No,0.0
ACC-10859,2025-09,Quebec,Auto Loan,Prime,R. Osei,5000,2463.43,Current,0,0,No,0.0
ACC-10860,2026-03,Ontario,Personal Loan,Subprime,M. Singh,12000,9922.03,Current,0,1,No,0.0
ACC-10861,2026-05,Ontario,Line of Credit,Subprime,K. Brar,8000,5021.3,61-90 DPD,89,4,No,0.0
ACC-10862,2025-11,Quebec,Line of Credit,Prime,A. Chen,12000,9046.06,1-30 DPD,4,2,No,7561.81
ACC-10863,2026-07,Alberta,Auto Loan,Prime,J. Tremblay,5000,4438.62,Current,0,0,No,0.0
ACC-10864,2026-07,Quebec,Credit Card,Prime,R. Osei,8000,4189.23,31-60 DPD,48,3,No,0.0
ACC-10865,2026-01,Ontario,Line of Credit,Near-Prime,R. Osei,15000,6261.31,1-30 DPD,6,5,No,0.0
ACC-10866,2026-03,Alberta,Credit Card,Prime,R. Osei,3000,1052.57,Current,0,1,No,0.0
ACC-10867,2026-05,Ontario,Line of Credit,Prime,A. Chen,5000,2130.48,Current,0,0,No,0.0
ACC-10868,2026-08,Quebec,Auto Loan,Near-Prime,L. Fontaine,5000,1279.5,1-30 DPD,15,5,No,543.51
ACC-10869,2026-06,British Columbia,Credit Card,Subprime,J. Tremblay,20000,6916.56,Current,0,0,No,0.0
ACC-10870,2026-02,British Columbia,Personal Loan,Subprime,L. Fontaine,5000,2385.08,31-60 DPD,46,2,Yes,736.55
ACC-10871,2025-12,Ontario,Personal Loan,Near-Prime,L. Fontaine,3000,2482.8,1-30 DPD,29,4,Yes,1815.58
ACC-10872,2026-06,Atlantic,Personal Loan,Subprime,J. Tremblay,5000,2388.32,Current,0,1,No,0.0
ACC-10873,2026-08,British Columbia,Line of Credit,Near-Prime,K. Brar,12000,9178.85,Current,0,0,No,0.0
ACC-10874,2026-05,Ontario,Personal Loan,Prime,L. Fontaine,8000,3100.52,Current,0,0,No,0.0
ACC-10875,2026-08,Alberta,Line of Credit,Prime,L. Fontaine,3000,2212.75,Current,0,1,No,0.0
ACC-10876,2025-12,Atlantic,Personal Loan,Near-Prime,M. Singh,3000,1404.43,Current,0,0,No,0.0
ACC-10877,2026-04,British Columbia,Personal Loan,Near-Prime,K. Brar,8000,3277.25,Current,0,0,No,0.0
ACC-10878,2026-06,Quebec,Credit Card,Near-Prime,R. Osei,3000,1467.89,Current,0,0,No,0.0
ACC-10879,2026-01,Alberta,Line of Credit,Near-Prime,A. Chen,3000,1877.63,Current,0,0,No,0.0
ACC-10880,2026-02,Ontario,Personal Loan,Near-Prime,R. Osei,12000,11056.95,Current,0,0,No,0.0
ACC-10881,2026-02,Quebec,Credit Card,Near-Prime,L. Fontaine,20000,6330.47,Current,0,0,No,0.0
ACC-10882,2025-09,Quebec,Personal Loan,Prime,R. Osei,8000,3382.89,Current,0,0,No,0.0
ACC-10883,2026-03,British Columbia,Auto Loan,Near-Prime,L. Fontaine,5000,2612.4,1-30 DPD,26,4,Yes,0.0
ACC-10884,2026-05,Alberta,Auto Loan,Near-Prime,R. Osei,12000,8226.62,Current,0,0,No,0.0
ACC-10885,2026-01,Ontario,Auto Loan,Prime,J. Tremblay,5000,1608.67,Current,0,0,No,0.0
ACC-10886,2025-10,Atlantic,Personal Loan,Prime,R. Osei,5000,3588.23,Current,0,0,No,0.0
ACC-10887,2026-08,Quebec,Credit Card,Prime,M. Singh,15000,8196.82,Current,0,0,No,0.0
ACC-10888,2026-07,British Columbia,Line of Credit,Near-Prime,A. Chen,15000,6512.84,Current,0,0,No,0.0
ACC-10889,2026-01,Ontario,Credit Card,Prime,A. Chen,5000,2595.96,Current,0,0,No,0.0
ACC-10890,2026-02,Ontario,Auto Loan,Near-Prime,J. Tremblay,5000,1447.47,31-60 DPD,32,3,No,0.0
ACC-10891,2026-02,Ontario,Auto Loan,Subprime,A. Chen,8000,5799.23,Current,0,1,No,0.0
ACC-10892,2026-01,Quebec,Personal Loan,Near-Prime,M. Singh,20000,15903.74,1-30 DPD,1,2,Yes,0.0
ACC-10893,2025-11,Ontario,Auto Loan,Near-Prime,A. Chen,15000,3499.62,31-60 DPD,47,2,Yes,2678.49
ACC-10894,2025-11,Ontario,Line of Credit,Subprime,K. Brar,12000,3185.13,31-60 DPD,40,2,No,0.0
ACC-10895,2026-06,Ontario,Auto Loan,Prime,A. Chen,5000,4495.82,Current,0,0,No,0.0
ACC-10896,2026-06,Alberta,Line of Credit,Near-Prime,R. Osei,15000,6207.16,1-30 DPD,24,1,No,4930.74
ACC-10897,2025-12,Quebec,Credit Card,Near-Prime,K. Brar,12000,10994.82,Current,0,0,No,0.0
ACC-10898,2025-12,Quebec,Auto Loan,Prime,K. Brar,3000,2776.58,Current,0,0,No,0.0
ACC-10899,2025-11,Ontario,Personal Loan,Subprime,A. Chen,15000,12753.87,Current,0,0,No,0.0
ACC-10900,2025-09,Quebec,Personal Loan,Near-Prime,J. Tremblay,3000,1887.42,Current,0,0,No,0.0
ACC-10901,2026-04,Alberta,Auto Loan,Subprime,L. Fontaine,20000,13067.38,1-30 DPD,9,2,Yes,10633.28
ACC-10902,2026-01,British Columbia,Credit Card,Near-Prime,K. Brar,8000,3247.17,Current,0,0,No,0.0
ACC-10903,2026-08,Quebec,Auto Loan,Prime,J. Tremblay,8000,6761.26,Current,0,0,No,0.0
ACC-10904,2026-04,British Columbia,Auto Loan,Near-Prime,A. Chen,5000,2986.75,Current,0,0,No,0.0
ACC-10905,2026-05,Alberta,Credit Card,Near-Prime,L. Fontaine,12000,5268.66,1-30 DPD,4,4,No,3941.07
ACC-10906,2026-04,Ontario,Credit Card,Near-Prime,A. Chen,15000,5804.26,61-90 DPD,80,4,No,0.0
ACC-10907,2025-09,Quebec,Personal Loan,Near-Prime,J. Tremblay,8000,6852.17,1-30 DPD,20,2,Yes,4464.13
ACC-10908,2025-12,Ontario,Auto Loan,Near-Prime,M. Singh,3000,2705.22,Current,0,0,No,0.0
ACC-10909,2025-10,Ontario,Line of Credit,Subprime,L. Fontaine,15000,6200.54,31-60 DPD,40,2,Yes,4730.81
ACC-10910,2025-11,Ontario,Personal Loan,Near-Prime,K. Brar,12000,5742.56,Current,0,0,No,0.0
ACC-10911,2025-12,British Columbia,Line of Credit,Near-Prime,L. Fontaine,5000,3698.98,31-60 DPD,55,3,Yes,0.0
ACC-10912,2025-11,Ontario,Line of Credit,Subprime,A. Chen,15000,10457.56,31-60 DPD,40,1,No,0.0
ACC-10913,2026-03,Quebec,Auto Loan,Prime,A. Chen,25000,22930.78,Current,0,1,No,0.0
ACC-10914,2026-05,Ontario,Personal Loan,Near-Prime,K. Brar,15000,14038.67,Current,0,0,No,0.0
ACC-10915,2026-06,British Columbia,Auto Loan,Subprime,K. Brar,5000,3096.85,1-30 DPD,22,1,No,2491.31
ACC-10916,2026-06,Quebec,Auto Loan,Prime,L. Fontaine,20000,8345.04,Current,0,0,No,0.0
ACC-10917,2025-12,Ontario,Personal Loan,Near-Prime,M. Singh,15000,11498.17,Current,0,0,No,0.0
ACC-10918,2026-08,Alberta,Personal Loan,Near-Prime,J. Tremblay,8000,7170.21,Current,0,0,No,0.0
ACC-10919,2025-09,Alberta,Personal Loan,Prime,L. Fontaine,3000,2370.75,Current,0,0,No,0.0
ACC-10920,2025-10,Ontario,Personal Loan,Prime,J. Tremblay,5000,3265.47,Current,0,0,No,0.0
ACC-10921,2025-09,Quebec,Credit Card,Near-Prime,R. Osei,3000,816.39,90+ DPD,123,2,No,0.0
ACC-10922,2026-04,Quebec,Credit Card,Prime,K. Brar,12000,4529.41,1-30 DPD,20,2,No,2983.52
ACC-10923,2026-06,Ontario,Personal Loan,Prime,J. Tremblay,8000,5867.91,Current,0,0,No,0.0
ACC-10924,2026-08,Quebec,Auto Loan,Prime,L. Fontaine,20000,15301.58,Current,0,0,No,0.0
ACC-10925,2026-03,British Columbia,Personal Loan,Subprime,R. Osei,12000,6476.9,61-90 DPD,62,6,No,0.0
ACC-10926,2026-03,Quebec,Auto Loan,Prime,L. Fontaine,12000,6136.04,Current,0,0,No,0.0
ACC-10927,2026-05,Alberta,Personal Loan,Near-Prime,A. Chen,3000,1323.42,Current,0,0,No,0.0
ACC-10928,2026-05,Ontario,Personal Loan,Subprime,L. Fontaine,15000,10974.61,1-30 DPD,4,5,Yes,5137.09
ACC-10929,2026-05,Ontario,Personal Loan,Near-Prime,J. Tremblay,3000,2029.79,Current,0,0,No,0.0
ACC-10930,2025-09,Ontario,Auto Loan,Subprime,R. Osei,20000,8081.24,1-30 DPD,5,3,No,5581.66
ACC-10931,2026-05,Quebec,Personal Loan,Near-Prime,R. Osei,3000,1578.12,31-60 DPD,35,2,No,1380.6
ACC-10932,2026-02,Quebec,Credit Card,Near-Prime,K. Brar,12000,9910.06,61-90 DPD,63,6,No,0.0
ACC-10933,2026-04,Ontario,Line of Credit,Prime,M. Singh,3000,962.52,Current,0,0,No,0.0
ACC-10934,2026-03,British Columbia,Auto Loan,Near-Prime,R. Osei,3000,1625.39,Current,0,1,No,0.0
ACC-10935,2025-10,Ontario,Credit Card,Prime,A. Chen,5000,2427.98,31-60 DPD,43,2,No,0.0
ACC-10936,2026-07,British Columbia,Auto Loan,Near-Prime,K. Brar,3000,1392.51,Current,0,0,No,0.0
ACC-10937,2025-09,British Columbia,Line of Credit,Prime,K. Brar,15000,10774.36,Current,0,0,No,0.0
